//CSV contenant les positions et les vitesses de N=10 particules évoluant dans un espace infini durant T=10000 tours.
//Chaque particule est décrite à chaque tour par sa position x et y et sa vitesse vx et vy (ex pour la particule 0 : x0,y0,vx0,vy0).

Tour,x0,y0,vx0,vy0,x1,y1,vx1,vy1,x2,y2,vx2,vy2,x3,y3,vx3,vy3,x4,y4,vx4,vy4,x5,y5,vx5,vy5,x6,y6,vx6,vy6,x7,y7,vx7,vy7,x8,y8,vx8,vy8,x9,y9,vx9,vy9
7670,62.00,-30661.00,0.00,-4.00,-22971.00,-7617.00,-3.00,-1.00,15285.00,38374.00,2.00,5.00,69001.00,-55.00,9.00,-0.00,53786.00,68984.00,7.00,9.00,-76656.00,23.00,-10.00,0.00,69025.01,-15379.00,9.00,-2.00,46066.00,30746.00,6.00,4.00,35.00,69019.00,0.00,9.00,22948.00,7591.00,3.00,1.00
7680,62.00,-30701.00,0.00,-4.00,-23001.00,-7627.00,-3.00,-1.00,15305.00,38424.00,2.00,5.00,69091.00,-55.00,9.00,-0.00,53856.00,69074.00,7.00,9.00,-76756.00,23.00,-10.00,0.00,69115.01,-15399.00,9.00,-2.00,46126.00,30786.00,6.00,4.00,35.00,69109.00,0.00,9.00,22978.00,7601.00,3.00,1.00
7690,62.00,-30741.00,0.00,-4.00,-23031.00,-7637.00,-3.00,-1.00,15325.00,38474.00,2.00,5.00,69181.00,-55.00,9.00,-0.00,53926.00,69164.00,7.00,9.00,-76856.00,23.00,-10.00,0.00,69205.01,-15419.00,9.00,-2.00,46186.00,30826.00,6.00,4.00,35.00,69199.00,0.00,9.00,23008.00,7611.00,3.00,1.00
7700,62.00,-30781.00,0.00,-4.00,-23061.00,-7647.00,-3.00,-1.00,15345.00,38524.00,2.00,5.00,69271.00,-55.00,9.00,-0.00,53996.00,69254.00,7.00,9.00,-76956.00,23.00,-10.00,0.00,69295.01,-15439.00,9.00,-2.00,46246.00,30866.00,6.00,4.00,35.00,69289.00,0.00,9.00,23038.00,7621.00,3.00,1.00
7710,62.00,-30821.00,0.00,-4.00,-23091.00,-7657.00,-3.00,-1.00,15365.00,38574.00,2.00,5.00,69361.00,-55.00,9.00,-0.00,54066.00,69344.00,7.00,9.00,-77056.00,23.00,-10.00,0.00,69385.01,-15459.00,9.00,-2.00,46306.00,30906.00,6.00,4.00,35.00,69379.00,0.00,9.00,23068.00,7631.00,3.00,1.00
7720,62.00,-30861.00,0.00,-4.00,-23121.00,-7667.00,-3.00,-1.00,15385.00,38624.00,2.00,5.00,69451.00,-55.00,9.00,-0.00,54136.00,69434.00,7.00,9.00,-77156.00,23.00,-10.00,0.00,69475.01,-15479.00,9.00,-2.00,46366.00,30946.00,6.00,4.00,35.00,69469.00,0.00,9.00,23098.00,7641.00,3.00,1.00
7730,62.00,-30901.00,0.00,-4.00,-23151.00,-7677.00,-3.00,-1.00,15405.00,38674.00,2.00,5.00,69541.00,-55.00,9.00,-0.00,54206.00,69524.00,7.00,9.00,-77256.00,23.00,-10.00,0.00,69565.01,-15499.00,9.00,-2.00,46426.00,30986.00,6.00,4.00,35.00,69559.00,0.00,9.00,23128.00,7651.00,3.00,1.00
7740,62.00,-30941.00,0.00,-4.00,-23181.00,-7687.00,-3.00,-1.00,15425.00,38724.00,2.00,5.00,69631.00,-55.00,9.00,-0.00,54276.00,69614.00,7.00,9.00,-77356.00,23.00,-10.00,0.00,69655.01,-15519.00,9.00,-2.00,46486.00,31026.00,6.00,4.00,35.00,69649.00,0.00,9.00,23158.00,7661.00,3.00,1.00
7750,62.00,-30981.00,0.00,-4.00,-23211.00,-7697.00,-3.00,-1.00,15445.00,38774.00,2.00,5.00,69721.00,-55.00,9.00,-0.00,54346.00,69704.00,7.00,9.00,-77456.00,23.00,-10.00,0.00,69745.01,-15539.00,9.00,-2.00,46546.00,31066.00,6.00,4.00,35.00,69739.00,0.00,9.00,23188.00,7671.00,3.00,1.00
7760,62.00,-31021.00,0.00,-4.00,-23241.00,-7707.00,-3.00,-1.00,15465.00,38824.00,2.00,5.00,69811.00,-55.00,9.00,-0.00,54416.00,69794.00,7.00,9.00,-77556.00,23.00,-10.00,0.00,69835.01,-15559.00,9.00,-2.00,46606.00,31106.00,6.00,4.00,35.00,69829.00,0.00,9.00,23218.00,7681.00,3.00,1.00
7770,62.00,-31061.00,0.00,-4.00,-23271.00,-7717.00,-3.00,-1.00,15485.00,38874.00,2.00,5.00,69901.00,-55.00,9.00,-0.00,54486.00,69884.00,7.00,9.00,-77656.00,23.00,-10.00,0.00,69925.01,-15579.00,9.00,-2.00,46666.00,31146.00,6.00,4.00,35.00,69919.00,0.00,9.00,23248.00,7691.00,3.00,1.00
7780,62.00,-31101.00,0.00,-4.00,-23301.00,-7727.00,-3.00,-1.00,15505.00,38924.00,2.00,5.00,69991.00,-55.00,9.00,-0.00,54556.00,69974.00,7.00,9.00,-77756.00,23.00,-10.00,0.00,70015.01,-15599.00,9.00,-2.00,46726.00,31186.00,6.00,4.00,35.00,70009.00,0.00,9.00,23278.00,7701.00,3.00,1.00
7790,62.00,-31141.00,0.00,-4.00,-23331.00,-7737.00,-3.00,-1.00,15525.00,38974.00,2.00,5.00,70081.00,-55.00,9.00,-0.00,54626.00,70064.00,7.00,9.00,-77856.00,23.00,-10.00,0.00,70105.01,-15619.00,9.00,-2.00,46786.00,31226.00,6.00,4.00,35.00,70099.00,0.00,9.00,23308.00,7711.00,3.00,1.00
7800,62.00,-31181.00,0.00,-4.00,-23361.00,-7747.00,-3.00,-1.00,15545.00,39024.00,2.00,5.00,70171.00,-55.00,9.00,-0.00,54696.00,70154.00,7.00,9.00,-77956.00,23.00,-10.00,0.00,70195.01,-15639.00,9.00,-2.00,46846.00,31266.00,6.00,4.00,35.00,70189.00,0.00,9.00,23338.00,7721.00,3.00,1.00
7810,62.00,-31221.00,0.00,-4.00,-23391.00,-7757.00,-3.00,-1.00,15565.00,39074.00,2.00,5.00,70261.00,-55.00,9.00,-0.00,54766.00,70244.00,7.00,9.00,-78056.00,23.00,-10.00,0.00,70285.01,-15659.00,9.00,-2.00,46906.00,31306.00,6.00,4.00,35.00,70279.00,0.00,9.00,23368.00,7731.00,3.00,1.00
7820,62.00,-31261.00,0.00,-4.00,-23421.00,-7767.00,-3.00,-1.00,15585.00,39124.00,2.00,5.00,70351.00,-55.00,9.00,-0.00,54836.00,70334.00,7.00,9.00,-78156.00,23.00,-10.00,0.00,70375.01,-15679.00,9.00,-2.00,46966.00,31346.00,6.00,4.00,35.00,70369.00,0.00,9.00,23398.00,7741.00,3.00,1.00
7830,62.00,-31301.00,0.00,-4.00,-23451.00,-7777.00,-3.00,-1.00,15605.00,39174.00,2.00,5.00,70441.00,-55.00,9.00,-0.00,54906.00,70424.00,7.00,9.00,-78256.00,23.00,-10.00,0.00,70465.01,-15699.00,9.00,-2.00,47026.00,31386.00,6.00,4.00,35.00,70459.00,0.00,9.00,23428.00,7751.00,3.00,1.00
7840,62.00,-31341.00,0.00,-4.00,-23481.00,-7787.00,-3.00,-1.00,15625.00,39224.00,2.00,5.00,70531.00,-55.00,9.00,-0.00,54976.00,70514.00,7.00,9.00,-78356.00,23.00,-10.00,0.00,70555.01,-15719.00,9.00,-2.00,47086.00,31426.00,6.00,4.00,35.00,70549.00,0.00,9.00,23458.00,7761.00,3.00,1.00
7850,62.00,-31381.00,0.00,-4.00,-23511.00,-7797.00,-3.00,-1.00,15645.00,39274.00,2.00,5.00,70621.00,-55.00,9.00,-0.00,55046.00,70604.00,7.00,9.00,-78456.00,23.00,-10.00,0.00,70645.01,-15739.00,9.00,-2.00,47146.00,31466.00,6.00,4.00,35.00,70639.00,0.00,9.00,23488.00,7771.00,3.00,1.00
7860,62.00,-31421.00,0.00,-4.00,-23541.00,-7807.00,-3.00,-1.00,15665.00,39324.00,2.00,5.00,70711.00,-55.00,9.00,-0.00,55116.00,70694.00,7.00,9.00,-78556.00,23.00,-10.00,0.00,70735.01,-15759.00,9.00,-2.00,47206.00,31506.00,6.00,4.00,35.00,70729.00,0.00,9.00,23518.00,7781.00,3.00,1.00
7870,62.00,-31461.00,0.00,-4.00,-23571.00,-7817.00,-3.00,-1.00,15685.00,39374.00,2.00,5.00,70801.00,-55.00,9.00,-0.00,55186.00,70784.00,7.00,9.00,-78656.00,23.00,-10.00,0.00,70825.01,-15779.00,9.00,-2.00,47266.00,31546.00,6.00,4.00,35.00,70819.00,0.00,9.00,23548.00,7791.00,3.00,1.00
7880,62.00,-31501.00,0.00,-4.00,-23601.00,-7827.00,-3.00,-1.00,15705.00,39424.00,2.00,5.00,70891.00,-55.00,9.00,-0.00,55256.00,70874.00,7.00,9.00,-78756.00,23.00,-10.00,0.00,70915.01,-15799.00,9.00,-2.00,47326.00,31586.00,6.00,4.00,35.00,70909.00,0.00,9.00,23578.00,7801.00,3.00,1.00
7890,62.00,-31541.00,0.00,-4.00,-23631.00,-7837.00,-3.00,-1.00,15725.00,39474.00,2.00,5.00,70981.00,-55.00,9.00,-0.00,55326.00,70964.00,7.00,9.00,-78856.00,23.00,-10.00,0.00,71005.01,-15819.00,9.00,-2.00,47386.00,31626.00,6.00,4.00,35.00,70999.00,0.00,9.00,23608.00,7811.00,3.00,1.00
7900,62.00,-31581.00,0.00,-4.00,-23661.00,-7847.00,-3.00,-1.00,15745.00,39524.00,2.00,5.00,71071.00,-55.00,9.00,-0.00,55396.00,71054.00,7.00,9.00,-78956.00,23.00,-10.00,0.00,71095.01,-15839.00,9.00,-2.00,47446.00,31666.00,6.00,4.00,35.00,71089.00,0.00,9.00,23638.00,7821.00,3.00,1.00
7910,62.00,-31621.00,0.00,-4.00,-23691.00,-7857.00,-3.00,-1.00,15765.00,39574.00,2.00,5.00,71161.00,-55.00,9.00,-0.00,55466.00,71144.00,7.00,9.00,-79056.00,23.00,-10.00,0.00,71185.01,-15859.00,9.00,-2.00,47506.00,31706.00,6.00,4.00,35.00,71179.00,0.00,9.00,23668.00,7831.00,3.00,1.00
7920,62.00,-31661.00,0.00,-4.00,-23721.00,-7867.00,-3.00,-1.00,15785.00,39624.00,2.00,5.00,71251.00,-55.00,9.00,-0.00,55536.00,71234.00,7.00,9.00,-79156.00,23.00,-10.00,0.00,71275.01,-15879.00,9.00,-2.00,47566.00,31746.00,6.00,4.00,35.00,71269.00,0.00,9.00,23698.00,7841.00,3.00,1.00
7930,62.00,-31701.00,0.00,-4.00,-23751.00,-7877.00,-3.00,-1.00,15805.00,39674.00,2.00,5.00,71341.00,-55.00,9.00,-0.00,55606.00,71324.00,7.00,9.00,-79256.00,23.00,-10.00,0.00,71365.01,-15899.00,9.00,-2.00,47626.00,31786.00,6.00,4.00,35.00,71359.00,0.00,9.00,23728.00,7851.00,3.00,1.00
7940,62.00,-31741.00,0.00,-4.00,-23781.00,-7887.00,-3.00,-1.00,15825.00,39724.00,2.00,5.00,71431.00,-55.00,9.00,-0.00,55676.00,71414.00,7.00,9.00,-79356.00,23.00,-10.00,0.00,71455.01,-15919.00,9.00,-2.00,47686.00,31826.00,6.00,4.00,35.00,71449.00,0.00,9.00,23758.00,7861.00,3.00,1.00
7950,62.00,-31781.00,0.00,-4.00,-23811.00,-7897.00,-3.00,-1.00,15845.00,39774.00,2.00,5.00,71521.00,-55.00,9.00,-0.00,55746.00,71504.00,7.00,9.00,-79456.00,23.00,-10.00,0.00,71545.01,-15939.00,9.00,-2.00,47746.00,31866.00,6.00,4.00,35.00,71539.00,0.00,9.00,23788.00,7871.00,3.00,1.00
7960,62.00,-31821.00,0.00,-4.00,-23841.00,-7907.00,-3.00,-1.00,15865.00,39824.00,2.00,5.00,71611.00,-55.00,9.00,-0.00,55816.00,71594.00,7.00,9.00,-79556.00,23.00,-10.00,0.00,71635.01,-15959.00,9.00,-2.00,47806.00,31906.00,6.00,4.00,35.00,71629.00,0.00,9.00,23818.00,7881.00,3.00,1.00
7970,62.00,-31861.00,0.00,-4.00,-23871.00,-7917.00,-3.00,-1.00,15885.00,39874.00,2.00,5.00,71701.00,-55.00,9.00,-0.00,55886.00,71684.00,7.00,9.00,-79656.00,23.00,-10.00,0.00,71725.01,-15979.00,9.00,-2.00,47866.00,31946.00,6.00,4.00,35.00,71719.00,0.00,9.00,23848.00,7891.00,3.00,1.00
7980,62.00,-31901.00,0.00,-4.00,-23901.00,-7927.00,-3.00,-1.00,15905.00,39924.00,2.00,5.00,71791.00,-55.00,9.00,-0.00,55956.00,71774.00,7.00,9.00,-79756.00,23.00,-10.00,0.00,71815.01,-15999.00,9.00,-2.00,47926.00,31986.00,6.00,4.00,35.00,71809.00,0.00,9.00,23878.00,7901.00,3.00,1.00
7990,62.00,-31941.00,0.00,-4.00,-23931.00,-7937.00,-3.00,-1.00,15925.00,39974.00,2.00,5.00,71881.00,-55.00,9.00,-0.00,56026.00,71864.00,7.00,9.00,-79856.00,23.00,-10.00,0.00,71905.01,-16019.00,9.00,-2.00,47986.00,32026.00,6.00,4.00,35.00,71899.00,0.00,9.00,23908.00,7911.00,3.00,1.00
8000,62.00,-31981.00,0.00,-4.00,-23961.00,-7947.00,-3.00,-1.00,15945.00,40024.00,2.00,5.00,71971.00,-55.00,9.00,-0.00,56096.00,71954.00,7.00,9.00,-79956.00,23.00,-10.00,0.00,71995.01,-16039.00,9.00,-2.00,48046.00,32066.00,6.00,4.00,35.00,71989.00,0.00,9.00,23938.00,7921.00,3.00,1.00
8010,62.00,-32021.00,0.00,-4.00,-23991.00,-7957.00,-3.00,-1.00,15965.00,40074.00,2.00,5.00,72061.00,-55.00,9.00,-0.00,56166.00,72044.00,7.00,9.00,-80056.00,23.00,-10.00,0.00,72085.01,-16059.00,9.00,-2.00,48106.00,32106.00,6.00,4.00,35.00,72079.00,0.00,9.00,23968.00,7931.00,3.00,1.00
8020,62.00,-32061.00,0.00,-4.00,-24021.00,-7967.00,-3.00,-1.00,15985.00,40124.00,2.00,5.00,72151.00,-55.00,9.00,-0.00,56236.00,72134.00,7.00,9.00,-80156.00,23.00,-10.00,0.00,72175.01,-16079.00,9.00,-2.00,48166.00,32146.00,6.00,4.00,35.00,72169.00,0.00,9.00,23998.00,7941.00,3.00,1.00
8030,62.00,-32101.00,0.00,-4.00,-24051.00,-7977.00,-3.00,-1.00,16005.00,40174.00,2.00,5.00,72241.00,-55.00,9.00,-0.00,56306.00,72224.00,7.00,9.00,-80256.00,23.00,-10.00,0.00,72265.01,-16099.00,9.00,-2.00,48226.00,32186.00,6.00,4.00,35.00,72259.00,0.00,9.00,24028.00,7951.00,3.00,1.00
8040,62.00,-32141.00,0.00,-4.00,-24081.00,-7987.00,-3.00,-1.00,16025.00,40224.00,2.00,5.00,72331.00,-55.00,9.00,-0.00,56376.00,72314.00,7.00,9.00,-80356.00,23.00,-10.00,0.00,72355.01,-16119.00,9.00,-2.00,48286.00,32226.00,6.00,4.00,35.00,72349.00,0.00,9.00,24058.00,7961.00,3.00,1.00
8050,62.00,-32181.00,0.00,-4.00,-24111.00,-7997.00,-3.00,-1.00,16045.00,40274.00,2.00,5.00,72421.00,-55.00,9.00,-0.00,56446.00,72404.00,7.00,9.00,-80456.00,23.00,-10.00,0.00,72445.01,-16139.00,9.00,-2.00,48346.00,32266.00,6.00,4.00,35.00,72439.00,0.00,9.00,24088.00,7971.00,3.00,1.00
8060,62.00,-32221.00,0.00,-4.00,-24141.00,-8007.00,-3.00,-1.00,16065.00,40324.00,2.00,5.00,72511.00,-55.00,9.00,-0.00,56516.00,72494.00,7.00,9.00,-80556.00,23.00,-10.00,0.00,72535.01,-16159.00,9.00,-2.00,48406.00,32306.00,6.00,4.00,35.00,72529.00,0.00,9.00,24118.00,7981.00,3.00,1.00
8070,62.00,-32261.00,0.00,-4.00,-24171.00,-8017.00,-3.00,-1.00,16085.00,40374.00,2.00,5.00,72601.00,-55.00,9.00,-0.00,56586.00,72584.00,7.00,9.00,-80656.00,23.00,-10.00,0.00,72625.01,-16179.00,9.00,-2.00,48466.00,32346.00,6.00,4.00,35.00,72619.00,0.00,9.00,24148.00,7991.00,3.00,1.00
8080,62.00,-32301.00,0.00,-4.00,-24201.00,-8027.00,-3.00,-1.00,16105.00,40424.00,2.00,5.00,72691.00,-55.00,9.00,-0.00,56656.00,72674.00,7.00,9.00,-80756.00,23.00,-10.00,0.00,72715.01,-16199.00,9.00,-2.00,48526.00,32386.00,6.00,4.00,35.00,72709.00,0.00,9.00,24178.00,8001.00,3.00,1.00
8090,62.00,-32341.00,0.00,-4.00,-24231.00,-8037.00,-3.00,-1.00,16125.00,40474.00,2.00,5.00,72781.00,-55.00,9.00,-0.00,56726.00,72764.00,7.00,9.00,-80856.00,23.00,-10.00,0.00,72805.01,-16219.00,9.00,-2.00,48586.00,32426.00,6.00,4.00,35.00,72799.00,0.00,9.00,24208.00,8011.00,3.00,1.00
8100,62.00,-32381.00,0.00,-4.00,-24261.00,-8047.00,-3.00,-1.00,16145.00,40524.00,2.00,5.00,72871.00,-55.00,9.00,-0.00,56796.00,72854.00,7.00,9.00,-80956.00,23.00,-10.00,0.00,72895.01,-16239.00,9.00,-2.00,48646.00,32466.00,6.00,4.00,35.00,72889.00,0.00,9.00,24238.00,8021.00,3.00,1.00
8110,62.00,-32421.00,0.00,-4.00,-24291.00,-8057.00,-3.00,-1.00,16165.00,40574.00,2.00,5.00,72961.00,-55.00,9.00,-0.00,56866.00,72944.00,7.00,9.00,-81056.00,23.00,-10.00,0.00,72985.01,-16259.00,9.00,-2.00,48706.00,32506.00,6.00,4.00,35.00,72979.00,0.00,9.00,24268.00,8031.00,3.00,1.00
8120,62.00,-32461.00,0.00,-4.00,-24321.00,-8067.00,-3.00,-1.00,16185.00,40624.00,2.00,5.00,73051.00,-55.00,9.00,-0.00,56936.00,73034.00,7.00,9.00,-81156.00,23.00,-10.00,0.00,73075.01,-16279.00,9.00,-2.00,48766.00,32546.00,6.00,4.00,35.00,73069.00,0.00,9.00,24298.00,8041.00,3.00,1.00
8130,62.00,-32501.00,0.00,-4.00,-24351.00,-8077.00,-3.00,-1.00,16205.00,40674.00,2.00,5.00,73141.00,-55.00,9.00,-0.00,57006.00,73124.00,7.00,9.00,-81256.00,23.00,-10.00,0.00,73165.01,-16299.00,9.00,-2.00,48826.00,32586.00,6.00,4.00,35.00,73159.00,0.00,9.00,24328.00,8051.00,3.00,1.00
8140,62.00,-32541.00,0.00,-4.00,-24381.00,-8087.00,-3.00,-1.00,16225.00,40724.00,2.00,5.00,73231.00,-55.00,9.00,-0.00,57076.00,73214.00,7.00,9.00,-81356.00,23.00,-10.00,0.00,73255.01,-16319.00,9.00,-2.00,48886.00,32626.00,6.00,4.00,35.00,73249.00,0.00,9.00,24358.00,8061.00,3.00,1.00
8150,62.00,-32581.00,0.00,-4.00,-24411.00,-8097.00,-3.00,-1.00,16245.00,40774.00,2.00,5.00,73321.00,-55.00,9.00,-0.00,57146.00,73304.00,7.00,9.00,-81456.00,23.00,-10.00,0.00,73345.01,-16339.00,9.00,-2.00,48946.00,32666.00,6.00,4.00,35.00,73339.00,0.00,9.00,24388.00,8071.00,3.00,1.00
8160,62.00,-32621.00,0.00,-4.00,-24441.00,-8107.00,-3.00,-1.00,16265.00,40824.00,2.00,5.00,73411.00,-55.00,9.00,-0.00,57216.00,73394.00,7.00,9.00,-81556.00,23.00,-10.00,0.00,73435.01,-16359.00,9.00,-2.00,49006.00,32706.00,6.00,4.00,35.00,73429.00,0.00,9.00,24418.00,8081.00,3.00,1.00
8170,62.00,-32661.00,0.00,-4.00,-24471.00,-8117.00,-3.00,-1.00,16285.00,40874.00,2.00,5.00,73501.00,-55.00,9.00,-0.00,57286.00,73484.00,7.00,9.00,-81656.00,23.00,-10.00,0.00,73525.01,-16379.00,9.00,-2.00,49066.00,32746.00,6.00,4.00,35.00,73519.00,0.00,9.00,24448.00,8091.00,3.00,1.00
8180,62.00,-32701.00,0.00,-4.00,-24501.00,-8127.00,-3.00,-1.00,16305.00,40924.00,2.00,5.00,73591.00,-55.00,9.00,-0.00,57356.00,73574.00,7.00,9.00,-81756.00,23.00,-10.00,0.00,73615.01,-16399.00,9.00,-2.00,49126.00,32786.00,6.00,4.00,35.00,73609.00,0.00,9.00,24478.00,8101.00,3.00,1.00
8190,62.00,-32741.00,0.00,-4.00,-24531.00,-8137.00,-3.00,-1.00,16325.00,40974.00,2.00,5.00,73681.00,-55.00,9.00,-0.00,57426.00,73664.00,7.00,9.00,-81856.00,23.00,-10.00,0.00,73705.01,-16419.00,9.00,-2.00,49186.00,32826.00,6.00,4.00,35.00,73699.00,0.00,9.00,24508.00,8111.00,3.00,1.00
8200,62.00,-32781.00,0.00,-4.00,-24561.00,-8147.00,-3.00,-1.00,16345.00,41024.00,2.00,5.00,73771.00,-55.00,9.00,-0.00,57496.00,73754.00,7.00,9.00,-81956.00,23.00,-10.00,0.00,73795.01,-16439.00,9.00,-2.00,49246.00,32866.00,6.00,4.00,35.00,73789.00,0.00,9.00,24538.00,8121.00,3.00,1.00
8210,62.00,-32821.00,0.00,-4.00,-24591.00,-8157.00,-3.00,-1.00,16365.00,41074.00,2.00,5.00,73861.00,-55.00,9.00,-0.00,57566.00,73844.00,7.00,9.00,-82056.00,23.00,-10.00,0.00,73885.01,-16459.00,9.00,-2.00,49306.00,32906.00,6.00,4.00,35.00,73879.00,0.00,9.00,24568.00,8131.00,3.00,1.00
8220,62.00,-32861.00,0.00,-4.00,-24621.00,-8167.00,-3.00,-1.00,16385.00,41124.00,2.00,5.00,73951.00,-55.00,9.00,-0.00,57636.00,73934.00,7.00,9.00,-82156.00,23.00,-10.00,0.00,73975.01,-16479.00,9.00,-2.00,49366.00,32946.00,6.00,4.00,35.00,73969.00,0.00,9.00,24598.00,8141.00,3.00,1.00
8230,62.00,-32901.00,0.00,-4.00,-24651.00,-8177.00,-3.00,-1.00,16405.00,41174.00,2.00,5.00,74041.00,-55.00,9.00,-0.00,57706.00,74024.00,7.00,9.00,-82256.00,23.00,-10.00,0.00,74065.01,-16499.00,9.00,-2.00,49426.00,32986.00,6.00,4.00,35.00,74059.00,0.00,9.00,24628.00,8151.00,3.00,1.00
8240,62.00,-32941.00,0.00,-4.00,-24681.00,-8187.00,-3.00,-1.00,16425.00,41224.00,2.00,5.00,74131.00,-55.00,9.00,-0.00,57776.00,74114.00,7.00,9.00,-82356.00,23.00,-10.00,0.00,74155.01,-16519.00,9.00,-2.00,49486.00,33026.00,6.00,4.00,35.00,74149.00,0.00,9.00,24658.00,8161.00,3.00,1.00
8250,62.00,-32981.00,0.00,-4.00,-24711.00,-8197.00,-3.00,-1.00,16445.00,41274.00,2.00,5.00,74221.00,-55.00,9.00,-0.00,57846.00,74204.00,7.00,9.00,-82456.00,23.00,-10.00,0.00,74245.01,-16539.00,9.00,-2.00,49546.00,33066.00,6.00,4.00,35.00,74239.00,0.00,9.00,24688.00,8171.00,3.00,1.00
8260,62.00,-33021.00,0.00,-4.00,-24741.00,-8207.00,-3.00,-1.00,16465.00,41324.00,2.00,5.00,74311.00,-55.00,9.00,-0.00,57916.00,74294.00,7.00,9.00,-82556.00,23.00,-10.00,0.00,74335.01,-16559.00,9.00,-2.00,49606.00,33106.00,6.00,4.00,35.00,74329.00,0.00,9.00,24718.00,8181.00,3.00,1.00
8270,62.00,-33061.00,0.00,-4.00,-24771.00,-8217.00,-3.00,-1.00,16485.00,41374.00,2.00,5.00,74401.00,-55.00,9.00,-0.00,57986.00,74384.00,7.00,9.00,-82656.00,23.00,-10.00,0.00,74425.01,-16579.00,9.00,-2.00,49666.00,33146.00,6.00,4.00,35.00,74419.00,0.00,9.00,24748.00,8191.00,3.00,1.00
8280,62.00,-33101.00,0.00,-4.00,-24801.00,-8227.00,-3.00,-1.00,16505.00,41424.00,2.00,5.00,74491.00,-55.00,9.00,-0.00,58056.00,74474.00,7.00,9.00,-82756.00,23.00,-10.00,0.00,74515.01,-16599.00,9.00,-2.00,49726.00,33186.00,6.00,4.00,35.00,74509.00,0.00,9.00,24778.00,8201.00,3.00,1.00
8290,62.00,-33141.00,0.00,-4.00,-24831.00,-8237.00,-3.00,-1.00,16525.00,41474.00,2.00,5.00,74581.00,-55.00,9.00,-0.00,58126.00,74564.00,7.00,9.00,-82856.00,23.00,-10.00,0.00,74605.01,-16619.00,9.00,-2.00,49786.00,33226.00,6.00,4.00,35.00,74599.00,0.00,9.00,24808.00,8211.00,3.00,1.00
8300,62.00,-33181.00,0.00,-4.00,-24861.00,-8247.00,-3.00,-1.00,16545.00,41524.00,2.00,5.00,74671.00,-55.00,9.00,-0.00,58196.00,74654.00,7.00,9.00,-82956.00,23.00,-10.00,0.00,74695.01,-16639.00,9.00,-2.00,49846.00,33266.00,6.00,4.00,35.00,74689.00,0.00,9.00,24838.00,8221.00,3.00,1.00
8310,62.00,-33221.00,0.00,-4.00,-24891.00,-8257.00,-3.00,-1.00,16565.00,41574.00,2.00,5.00,74761.00,-55.00,9.00,-0.00,58266.00,74744.00,7.00,9.00,-83056.00,23.00,-10.00,0.00,74785.01,-16659.00,9.00,-2.00,49906.00,33306.00,6.00,4.00,35.00,74779.00,0.00,9.00,24868.00,8231.00,3.00,1.00
8320,62.00,-33261.00,0.00,-4.00,-24921.00,-8267.00,-3.00,-1.00,16585.00,41624.00,2.00,5.00,74851.00,-55.00,9.00,-0.00,58336.00,74834.00,7.00,9.00,-83156.00,23.00,-10.00,0.00,74875.01,-16679.00,9.00,-2.00,49966.00,33346.00,6.00,4.00,35.00,74869.00,0.00,9.00,24898.00,8241.00,3.00,1.00
8330,62.00,-33301.00,0.00,-4.00,-24951.00,-8277.00,-3.00,-1.00,16605.00,41674.00,2.00,5.00,74941.00,-55.00,9.00,-0.00,58406.00,74924.00,7.00,9.00,-83256.00,23.00,-10.00,0.00,74965.01,-16699.00,9.00,-2.00,50026.00,33386.00,6.00,4.00,35.00,74959.00,0.00,9.00,24928.00,8251.00,3.00,1.00
8340,62.00,-33341.00,0.00,-4.00,-24981.00,-8287.00,-3.00,-1.00,16625.00,41724.00,2.00,5.00,75031.00,-55.00,9.00,-0.00,58476.00,75014.00,7.00,9.00,-83356.00,23.00,-10.00,0.00,75055.01,-16719.00,9.00,-2.00,50086.00,33426.00,6.00,4.00,35.00,75049.00,0.00,9.00,24958.00,8261.00,3.00,1.00
8350,62.00,-33381.00,0.00,-4.00,-25011.00,-8297.00,-3.00,-1.00,16645.00,41774.00,2.00,5.00,75121.00,-55.00,9.00,-0.00,58546.00,75104.00,7.00,9.00,-83456.00,23.00,-10.00,0.00,75145.01,-16739.00,9.00,-2.00,50146.00,33466.00,6.00,4.00,35.00,75139.00,0.00,9.00,24988.00,8271.00,3.00,1.00
8360,62.00,-33421.00,0.00,-4.00,-25041.00,-8307.00,-3.00,-1.00,16665.00,41824.00,2.00,5.00,75211.00,-55.00,9.00,-0.00,58616.00,75194.00,7.00,9.00,-83556.00,23.00,-10.00,0.00,75235.01,-16759.00,9.00,-2.00,50206.00,33506.00,6.00,4.00,35.00,75229.00,0.00,9.00,25018.00,8281.00,3.00,1.00
8370,62.00,-33461.00,0.00,-4.00,-25071.00,-8317.00,-3.00,-1.00,16685.00,41874.00,2.00,5.00,75301.00,-55.00,9.00,-0.00,58686.00,75284.00,7.00,9.00,-83656.00,23.00,-10.00,0.00,75325.01,-16779.00,9.00,-2.00,50266.00,33546.00,6.00,4.00,35.00,75319.00,0.00,9.00,25048.00,8291.00,3.00,1.00
