//CSV contenant les positions et les vitesses de N=5 particules évoluant dans un espace infini durant T=1000 tours.
//Chaque particule est décrite à chaque tour par sa position x et y et sa vitesse vx et vy (ex pour la particule 0 : x0,y0,vx0,vy0).

Tour,x0,y0,vx0,vy0,x1,y1,vx1,vy1,x2,y2,vx2,vy2,x3,y3,vx3,vy3,x4,y4,vx4,vy4
18,-2970897.63,2329697.27,-1485448.81,1164848.63,1.48,2.72,0.74,1.36,-63184272656.72,126404747532.83,-10530712109.45,21067457922.14,655669.84,-209527.07,109278.31,-34921.18,-0.00,-0.01,-0.00,-0.01
19,-4456.35,3494.55,-1485.45,1164.85,0.01,0.01,0.00,0.01,-73714984.77,147472205.45,-10530712.11,21067457.92,764.95,-244.45,109.28,-34.92,80817046598737402527744.00,147924470261021868556288.00,80817046598737402527744.00,147924470261021868556288.00
20,-5.94,4.66,-1.49,1.16,0.00,0.00,0.00,-0.00,-84245.70,168539.66,-10530.71,21067.46,0.87,-0.28,0.11,-0.03,161634093197474824192.00,295848940522043736064.00,80817046598737412096.00,147924470261021868032.00
21,-0.01,0.01,-0.00,0.00,-7607574399995908194085896192.00,5935390835552593087773540352.00,-7607574399995908194085896192.00,5935390835552593087773540352.00,-94.78,189.61,-10.53,21.07,-84.02,27.18,-84.02,27.18,242451139796212224.00,443773410783065600.00,80817046598737408.00,147924470261021856.00
22,-0.00,0.00,-0.00,0.00,-15215148799991817659482112.00,11870781671105185642971136.00,-7607574399995908829741056.00,5935390835552592821485568.00,-0.11,0.21,-0.01,0.02,-0.17,0.05,-0.08,0.03,323268186394949.62,591697881044087.50,80817046598737.41,147924470261021.84
23,-284205485288.67,97176197942.35,-284205485288.67,97176197942.35,-22822723199987729039360.00,17806172506657778565120.00,-7607574399995908980736.00,5935390835552592855040.00,-203555624186.71,-507259068874.15,-203555624186.71,-507259068874.15,-0.00,0.00,-0.00,0.00,404085232993.69,739622351305.11,80817046598.74,147924470261.02
24,-568410970.58,194352395.88,-284205485.29,97176197.94,-30430297599983636480.00,23741563342210371584.00,-7607574399995909120.00,5935390835552592896.00,-407111248.37,-1014518137.75,-203555624.19,-507259068.87,-0.00,0.00,-0.00,0.00,484902279.59,887546821.57,80817046.60,147924470.26
25,-852616.46,291528.59,-284205.49,97176.20,-38037871999979544.00,29676954177762964.00,-7607574399995909.00,5935390835552593.00,-610666.87,-1521777.21,-203555.62,-507259.07,-0.00,0.00,-0.00,0.00,565719.33,1035471.29,80817.05,147924.47
26,-1136.82,388.70,-284.21,97.18,-45645446399975.45,35612345013315.55,-7607574399995.91,5935390835552.59,-814.22,-2029.04,-203.56,-507.26,-0.00,0.00,-0.00,0.00,646.54,1183.40,80.82,147.92
27,-1.42,0.49,-0.28,0.10,-53253020799.97,41547735848.87,-7607574400.00,5935390835.55,-1.02,-2.54,-0.20,-0.51,1.10,-0.35,1.10,-0.35,0.73,1.33,0.08,0.15
28,-0.09,-0.01,-0.09,-0.01,-60860595.20,47483126.68,-7607574.40,5935390.84,-0.02,-0.03,-0.02,-0.03,3.80,-1.55,3.80,-1.55,0.92,1.59,0.92,1.59
29,10429845634150270.00,-3732304162690388.00,10429845634150270.00,-3732304162690388.00,-68468.17,53418.52,-7607.57,5935.39,-0.14,-0.25,-0.14,-0.25,0.01,-0.00,0.01,-0.00,0.22,0.39,0.22,0.39
30,20859691268300.54,-7464608325380.78,10429845634150.27,-3732304162690.39,-76.08,59.35,-7.61,5.94,294003319.98,467685344.53,294003319.98,467685344.53,707706.32,1306504.57,707706.32,1306504.57,0.00,0.00,0.00,0.00
31,31289536902.45,-11196912488.07,10429845634.15,-3732304162.69,-0.08,0.07,-0.01,0.01,588006.64,935370.69,294003.32,467685.34,1415.41,2613.01,707.71,1306.50,-178282705219451.94,136694628476040.64,-178282705219451.94,136694628476040.64
32,41719382.54,-14929216.65,10429845.63,-3732304.16,-0.00,0.00,-0.00,0.00,882.01,1403.06,294.00,467.69,2.12,3.92,0.71,1.31,-356565410438.90,273389256952.08,-178282705219.45,136694628476.04
33,52149.23,-18661.52,10429.85,-3732.30,-0.00,-0.00,-0.00,-0.00,1.18,1.87,0.29,0.47,0.04,0.08,0.03,0.07,-534848115.66,410083885.43,-178282705.22,136694628.48
34,62.58,-22.39,10.43,-3.73,1341441271728448.25,2861425282365551.00,1341441271728448.25,2861425282365551.00,0.07,0.10,0.06,0.10,65769250194757967872.00,57972646036544471040.00,65769250194757967872.00,57972646036544471040.00,-713130.82,546778.51,-178282.71,136694.63
35,0.07,-0.03,0.01,-0.00,2682882543456.90,5722850564731.10,1341441271728.45,2861425282365.55,855325884673.91,-15699719821216.59,855325884673.91,-15699719821216.59,131538500389515936.00,115945292073088944.00,65769250194757968.00,57972646036544472.00,-891.41,683.47,-178.28,136.69
36,0.00,-0.00,0.00,-0.00,4024323815.19,8584275847.10,1341441271.73,2861425282.37,1710651769.35,-31399439642.43,855325884.67,-15699719821.22,197307750584273.91,173917938109633.44,65769250194757.97,57972646036544.48,-1.07,0.82,-0.18,0.14
37,1.57,-1.20,1.57,-1.20,5365765.09,11445701.13,1341441.27,2861425.28,2565977.65,-47099159.46,855325.88,-15699719.82,263077000779.03,231890584146.18,65769250194.76,57972646036.54,-0.01,0.00,-0.00,0.00
38,0.15,-0.12,0.15,-0.12,6707.21,14307.13,1341.44,2861.43,3421.30,-62798.88,855.33,-15699.72,328846250.97,289863230.18,65769250.19,57972646.04,40859696059.50,-31327061032.83,40859696059.50,-31327061032.83
39,0.00,-0.00,0.00,-0.00,8.05,17.17,1.34,2.86,4.28,-78.50,0.86,-15.70,394615.50,347835.88,65769.25,57972.65,81719392.12,-62654122.07,40859696.06,-31327061.03
40,0.00,-0.00,0.00,-0.00,0.01,0.02,0.00,0.00,0.01,-0.09,0.00,-0.02,460.38,405.81,65.77,57.97,122579.09,-93981.18,40859.70,-31327.06
41,67043522596062709678080.00,143019934749916003303424.00,67043522596062709678080.00,143019934749916003303424.00,-3143450026354.61,-84325687438211.09,-3143450026354.61,-84325687438211.09,0.00,-0.00,0.00,-0.00,0.53,0.46,0.07,0.06,163.44,-125.31,40.86,-31.33
42,134087045192125415424.00,286039869499832008704.00,67043522596062707712.00,143019934749916004352.00,-6286900052.71,-168651374876.42,-3143450026.35,-84325687438.21,3402.21,2999.64,3402.21,2999.64,0.00,0.00,0.00,0.00,0.20,-0.16,0.04,-0.03
43,201130567788188128.00,429059804249747968.00,67043522596062712.00,143019934749916000.00,-9430350.08,-252977062.31,-3143450.03,-84325687.44,6.80,6.00,3.40,3.00,1755579951.15,-1354407957.83,1755579951.15,-1354407957.83,0.00,-0.00,0.00,-0.00
44,268174090384250.84,572079738999664.00,67043522596062.71,143019934749916.00,-12573.80,-337302.75,-3143.45,-84325.69,0.01,0.01,0.00,0.00,3511159.90,-2708815.92,1755579.95,-1354407.96,67288489387339218981748736.00,62055523211497380377526272.00,67288489387339218981748736.00,62055523211497380377526272.00
45,335217612980.31,715099673749.58,67043522596.06,143019934749.92,-15.72,-421.63,-3.14,-84.33,0.00,0.00,0.00,0.00,5266.74,-4063.22,1755.58,-1354.41,134576978774678434742272.00,124111046422994761023488.00,67288489387339217371136.00,62055523211497380511744.00
46,402261135.58,858119608.50,67043522.60,143019934.75,-0.02,-0.51,-0.00,-0.08,-12345.56,-330948.99,-12345.56,-330948.99,7.02,-5.42,1.76,-1.35,201865468162017656832.00,186166569634492153856.00,67288489387339218944.00,62055523211497381888.00
47,469304.66,1001139.54,67043.52,143019.93,-0.00,-0.00,-0.00,-0.00,-24.69,-661.90,-12.35,-330.95,0.01,-0.01,0.00,-0.00,269153957549356896.00,248222092845989536.00,67288489387339224.00,62055523211497384.00
48,536.35,1144.16,67.04,143.02,1503316116604460593733173248.00,-1056097074659008375043391488.00,1503316116604460593733173248.00,-1056097074659008375043391488.00,-0.04,-0.99,-0.01,-0.33,-1.42,-30.49,-1.42,-30.49,336442446936696.12,310277616057486.94,67288489387339.23,62055523211497.38
49,0.60,1.29,0.07,0.14,3006632233208921397919744.00,-2112194149318016670629888.00,1503316116604460698959872.00,-1056097074659008335314944.00,-0.02,-0.06,-0.02,-0.06,-0.00,-0.06,-0.00,-0.03,403730936324.04,372333139268.98,67288489387.34,62055523211.50
50,1.04,2.29,1.04,2.29,4509948349813382184960.00,-3168291223977025077248.00,1503316116604460728320.00,-1056097074659008315392.00,88123885922531663557951488.00,-34933527360767815378272256.00,88123885922531663557951488.00,-34933527360767815378272256.00,-0.01,-0.03,-0.01,-0.03,471019425.71,434388662.48,67288489.39,62055523.21
51,0.02,0.04,0.02,0.03,6013264466417843200.00,-4224388298636033536.00,1503316116604460800.00,-1056097074659008384.00,176247771845063314767872.00,-69867054721535628541952.00,88123885922531657383936.00,-34933527360767814270976.00,15382739065983198.00,34202225985386364.00,15382739065983198.00,34202225985386364.00,538307.92,496444.19,67288.49,62055.52
52,0.00,0.00,0.00,0.00,7516580583022304.00,-5280485373295042.00,1503316116604460.75,-1056097074659008.38,264371657767594950656.00,-104800582082303442944.00,88123885922531655680.00,-34933527360767815680.00,30765478131966.40,68404451970772.73,15382739065983.20,34202225985386.36,605.60,558.50,67.29,62.06
53,0.00,0.00,0.00,0.00,9019896699626.76,-6336582447954.05,1503316116604.46,-1056097074659.01,352495543690126592.00,-139734109443071264.00,88123885922531664.00,-34933527360767816.00,46148217197.95,102606677956.16,15382739065.98,34202225985.39,0.67,0.62,0.07,0.06
54,78.65,72.54,78.65,72.54,10523212816.23,-7392679522.61,1503316116.60,-1056097074.66,440619429612658.31,-174667636803839.09,88123885922531.67,-34933527360767.82,61530956.26,136808903.94,15382739.07,34202225.99,0.00,0.00,0.00,0.00
55,0.16,0.15,0.08,0.07,12026528.93,-8448776.60,1503316.12,-1056097.07,528743315535.19,-209601164164.61,88123885922.53,-34933527360.77,76913.70,171011.13,15382.74,34202.23,19014571514.83,17535823447.90,19014571514.83,17535823447.90
56,0.00,0.00,0.00,0.00,13529.85,-9504.87,1503.32,-1056.10,616867201.46,-244534691.53,88123885.92,-34933527.36,92.30,205.21,15.38,34.20,38029143.03,35071646.90,19014571.51,17535823.45
57,0.00,0.00,0.00,0.00,15.03,-10.56,1.50,-1.06,704991.09,-279468.22,88123.89,-34933.53,0.11,0.24,0.02,0.03,57043.71,52607.47,19014.57,17535.82
58,700051405.32,1556508057.73,700051405.32,1556508057.73,0.02,-0.01,0.00,-0.00,793.11,-314.40,88.12,-34.93,-465819689.71,-1282999073.16,-465819689.71,-1282999073.17,76.06,70.14,19.01,17.54
59,1400102.81,3113016.12,700051.41,1556508.06,0.00,-0.00,0.00,-0.00,0.88,-0.35,0.09,-0.03,-931639.38,-2565998.15,-465819.69,-1282999.07,0.10,0.09,0.02,0.02
60,2100.15,4669.52,700.05,1556.51,12462428176458.42,11497077856707.13,12462428176458.42,11497077856707.13,-122.29,67.98,-122.29,67.98,-1397.46,-3849.00,-465.82,-1283.00,0.00,0.00,0.00,0.00
61,2.80,6.23,0.70,1.56,24924856352.92,22994155713.41,12462428176.46,11497077856.71,-0.24,0.14,-0.12,0.07,-1.86,-5.13,-0.47,-1.28,-649004858.19,360322354.45,-649004858.19,360322354.45
62,0.00,0.01,0.00,0.00,37387284.53,34491233.57,12462428.18,11497077.86,679515341.01,-350972268.49,679515341.01,-350972268.49,-0.00,-0.01,-0.00,-0.00,-1298009.72,720644.71,-649004.86,360322.35
63,-5874066857112126705631232.00,-14317298237953468239183872.00,-5874066857112126705631232.00,-14317298237953468239183872.00,49849.71,45988.31,12462.43,11497.08,1359030.68,-701944.54,679515.34,-350972.27,-0.00,-0.00,-0.00,-0.00,-1947.01,1080.97,-649.00,360.32
64,-11748133714224253763584.00,-28634596475906937585664.00,-5874066857112126881792.00,-14317298237953468792832.00,62.31,57.49,12.46,11.50,2038.55,-1052.92,679.52,-350.97,-0.00,-0.00,-0.00,-0.00,-2.60,1.44,-0.65,0.36
65,-17622200571336382464.00,-42951894713860407296.00,-5874066857112127488.00,-14317298237953468416.00,0.07,0.07,0.01,0.01,2.72,-1.40,0.68,-0.35,282140687394261.31,260285852718269.28,282140687394261.31,260285852718269.28,-0.01,0.01,-0.01,0.01
66,-23496267428448512.00,-57269192951813872.00,-5874066857112128.00,-14317298237953468.00,-151962866970179.78,-107648492796286.22,-151962866970179.78,-107648492796286.22,0.01,-0.01,0.01,-0.00,564281374788.52,520571705436.54,282140687394.26,260285852718.27,7443173065996934053888.00,-3875078110724508614656.00,7443173065996934053888.00,-3875078110724508614656.00
67,-29370334285560.64,-71586491189767.34,-5874066857112.13,-14317298237953.47,-303925733940.36,-215296985592.57,-151962866970.18,-107648492796.29,0.00,-0.00,0.00,-0.00,846422062.18,780857558.15,282140687.39,260285852.72,14886346131993868288.00,-7750156221449017344.00,7443173065996934144.00,-3875078110724508672.00
68,-35244401142.67,-85903789427.72,-5874066857.11,-14317298237.95,-455888600.91,-322945478.39,-151962866.97,-107648492.80,0.00,-0.00,0.00,-0.00,1128562.75,1041143.41,282140.69,260285.85,22329519197990800.00,-11625234332173528.00,7443173065996934.00,-3875078110724509.00
69,-41118468.00,-100221087.67,-5874066.86,-14317298.24,-607851.47,-430593.97,-151962.87,-107648.49,0.00,-0.00,0.00,-0.00,1410.70,1301.43,282.14,260.29,29772692263987.73,-15500312442898.04,7443173065996.93,-3875078110724.51
70,-46992.53,-114538.39,-5874.07,-14317.30,-759.81,-538.24,-151.96,-107.65,0.00,-0.00,0.00,-0.00,1.69,1.56,0.28,0.26,37215865329.98,-19375390553.62,7443173066.00,-3875078110.72
71,-52.87,-128.86,-5.87,-14.32,-0.91,-0.65,-0.15,-0.11,-0.30,-0.22,-0.30,-0.22,0.02,0.02,0.02,0.02,44659038.40,-23250468.66,7443173.07,-3875078.11
72,-0.06,-0.14,-0.01,-0.01,1718.84,1184.61,1718.84,1184.61,2497797688.52,831259955.28,2497797688.52,831259955.28,-80091623769.59,-159836277465.28,-80091623769.59,-159836277465.28,52102.21,-27125.55,7443.17,-3875.08
73,-0.00,-0.00,-0.00,-0.00,3.44,2.37,1.72,1.18,4995595.38,1662519.91,2497797.69,831259.96,-160183247.54,-319672554.93,-80091623.77,-159836277.47,59.55,-31.00,7.44,-3.88
74,-0.00,-0.00,-0.00,-0.00,0.01,0.00,0.00,0.00,7493.39,2493.78,2497.80,831.26,-240274.87,-479508.83,-80091.62,-159836.28,0.07,-0.03,0.01,-0.00
75,36371570282518303832679645184.00,25067898867705531689460563968.00,36371570282518303832679645184.00,25067898867705531689460563968.00,27032889526695008.00,-17319840068789544.00,27032889526695008.00,-17319840068789544.00,9.99,3.33,2.50,0.83,-320.37,-639.35,-80.09,-159.84,0.00,-0.00,0.00,-0.00
76,72743140565036611925966848.00,50135797735411066746175488.00,36371570282518305962983424.00,25067898867705533373087744.00,54065779053390.02,-34639680137579.09,27032889526695.01,-17319840068789.54,0.01,0.00,0.00,0.00,-0.40,-0.80,-0.08,-0.16,134885764790988456924807168.00,45579690441148559322513408.00,134885764790988456924807168.00,45579690441148559322513408.00
77,109114710847554918023168.00,75203696603116607635456.00,36371570282518307405824.00,25067898867705534480384.00,81098668580.09,-51959520206.37,27032889526.70,-17319840068.79,-60.00,-116.72,-60.00,-116.72,-0.00,-0.00,-0.00,-0.00,269771529581976918949888.00,91159380882297119047680.00,134885764790988459474944.00,45579690441148559523840.00
78,145486281130073227264.00,100271595470822146048.00,36371570282518306816.00,25067898867705536512.00,108131558.11,-69279360.28,27032889.53,-17319840.07,-0.12,-0.23,-0.06,-0.12,-824225721.91,-1603257935.47,-824225721.91,-1603257935.47,404657294372965384192.00,136739071323445690368.00,134885764790988455936.00,45579690441148563456.00
79,181857851412591520.00,125339494338527680.00,36371570282518304.00,25067898867705536.00,135164.45,-86599.20,27032.89,-17319.84,-0.00,-0.00,-0.00,-0.00,-1648451.44,-3206515.87,-824225.72,-1603257.94,539543059163953856.00,182318761764594272.00,134885764790988464.00,45579690441148568.00
80,218229421695109.84,150407393206233.22,36371570282518.30,25067898867705.54,162.20,-103.92,27.03,-17.32,-0.00,-0.00,-0.00,-0.00,-2472.68,-4809.77,-824.23,-1603.26,674428823954942.38,227898452205742.84,134885764790988.47,45579690441148.57
81,254600991977.63,175475292073.94,36371570282.52,25067898867.71,0.19,-0.12,0.03,-0.02,10832980837.48,-6940602293.62,10832980837.48,-6940602293.62,-3.30,-6.41,-0.82,-1.60,809314588745.93,273478142646.89,134885764790.99,45579690441.15
82,290972562.26,200543190.94,36371570.28,25067898.87,0.00,-0.00,0.00,0.00,21665961.67,-13881204.59,10832980.84,-6940602.29,-0.00,-0.01,-0.00,-0.00,944200353.54,319057833.09,134885764.79,45579690.44
83,327344.13,225611.09,36371.57,25067.90,-8588998492263271064313790464.00,-15602139165414878065540988928.00,-8588998492263271064313790464.00,-15602139165414878065540988928.00,32498.94,-20821.81,10832.98,-6940.60,-0.00,-0.00,-0.00,-0.00,1079086.12,364637.52,134885.76,45579.69
84,363.72,250.68,36.37,25.07,-17177996984526542695563264.00,-31204278330829757264953344.00,-8588998492263271347781632.00,-15602139165414878632476672.00,43.33,-27.76,10.83,-6.94,-0.00,-0.00,-0.00,-0.00,1213.97,410.22,134.89,45.58
85,0.40,0.28,0.04,0.03,-25766995476789812264960.00,-46806417496244632944640.00,-8588998492263271104512.00,-15602139165414878347264.00,0.05,-0.03,0.01,-0.01,125119830359348528.00,-80163218153432688.00,125119830359348528.00,-80163218153432688.00,1.35,0.46,0.13,0.05
86,-752038.41,-674952.17,-752038.42,-674952.17,-34355993969053085696.00,-62408556661659516928.00,-8588998492263271424.00,-15602139165414879232.00,-1.65,-0.62,-1.65,-0.62,250239660718697.06,-160326436306865.38,125119830359348.53,-80163218153432.69,0.01,0.00,0.01,0.00
87,-1504.08,-1349.90,-752.04,-674.95,-42944992461316360.00,-78010695827074400.00,-8588998492263272.00,-15602139165414880.00,-0.39,-0.15,-0.39,-0.15,375359491078.05,-240489654460.30,125119830359.35,-80163218153.43,-3237827.69,-1224922.51,-3237827.69,-1224922.51
88,-2.26,-2.02,-0.75,-0.67,-51533990953579.63,-93612834992489.28,-8588998492263.27,-15602139165414.88,0.02,0.02,0.02,0.02,500479321.44,-320652872.61,125119830.36,-80163218.15,-6475.66,-2449.85,-3237.83,-1224.92
89,-0.01,-0.01,-0.01,-0.01,-60122989445.84,-109214974157.90,-8588998492.26,-15602139165.41,-73223828038405341184.00,-72005995445764128768.00,-73223828038405341184.00,-72005995445764128768.00,625599.15,-400816.09,125119.83,-80163.22,-9.71,-3.67,-3.24,-1.22
90,-0.00,-0.00,-0.00,-0.00,-68711987.94,-124817113.32,-8588998.49,-15602139.17,-146447656076810688.00,-144011990891528256.00,-73223828038405344.00,-72005995445764128.00,750.72,-480.98,125.12,-80.16,-0.01,-0.00,-0.00,-0.00
91,-66424949497993676552404992.00,-25081448339337256745566208.00,-66424949497993676552404992.00,-25081448339337256745566208.00,-77300.99,-140419.25,-8589.00,-15602.14,-219671484115216.03,-216017986337292.38,-73223828038405.34,-72005995445764.12,0.88,-0.56,0.13,-0.08,7.38,-4.62,7.38,-4.62
92,-132849898995987356057600.00,-50162896678674512216064.00,-66424949497993678028800.00,-25081448339337256108032.00,-85.89,-156.02,-8.59,-15.60,-292895312153.62,-288023981783.06,-73223828038.41,-72005995445.76,0.00,-0.00,0.00,-0.00,0.01,-0.01,0.01,-0.00
93,-199274848493981040640.00,-75244345018011779072.00,-66424949497993682944.00,-25081448339337256960.00,-0.09,-0.17,-0.01,-0.02,-366119140.19,-360029977.23,-73223828.04,-72005995.45,7434472917225684733001728.00,-4644769976745044375240704.00,7434472917225684733001728.00,-4644769976745044375240704.00,-43354326102.62,-64444782867.89,-43354326102.62,-64444782867.89
94,-265699797991974752.00,-100325793357349024.00,-66424949497993688.00,-25081448339337256.00,-0.00,-0.00,-0.00,-0.00,-439342.97,-432035.97,-73223.83,-72006.00,14868945834451369197568.00,-9289539953490088951808.00,7434472917225684598784.00,-4644769976745044475904.00,-86708652.21,-128889565.74,-43354326.10,-64444782.87
95,-332124747489968.44,-125407241696686.28,-66424949497993.69,-25081448339337.26,-0.00,-0.00,-0.00,-0.00,-512.57,-504.04,-73.22,-72.01,22303418751677054976.00,-13934309930235133952.00,7434472917225684992.00,-4644769976745044992.00,-130062.98,-193334.35,-43354.33,-64444.78
96,-398549696987.96,-150488690036.02,-66424949497.99,-25081448339.34,-0.00,-0.00,-0.00,-0.00,-0.59,-0.58,-0.07,-0.07,29737891668902740.00,-18579079906980180.00,7434472917225685.00,-4644769976745045.00,-173.42,-257.78,-43.35,-64.44
97,-464974646.49,-175570138.38,-66424949.50,-25081448.34,-372.76,-366.56,-372.76,-366.56,-0.00,-0.00,-0.00,-0.00,37172364586128.43,-23223849883725.23,7434472917225.69,-4644769976745.04,-0.22,-0.32,-0.04,-0.06
98,-531399.60,-200651.59,-66424.95,-25081.45,-0.75,-0.73,-0.37,-0.37,-6028425.67,-8970302.00,-6028425.67,-8970302.00,44606837503.35,-27868619860.47,7434472917.23,-4644769976.75,-6647.71,-5166.03,-6647.71,-5166.03
99,-597.82,-225.73,-66.42,-25.08,-0.00,-0.00,-0.00,-0.00,-12056.85,-17940.60,-6028.43,-8970.30,52041310.42,-32513389.84,7434472.92,-4644769.98,-13.30,-10.33,-6.65,-5.17
100,-0.66,-0.25,-0.07,-0.03,-3706.05,-1395.58,-3706.05,-1395.58,-18.09,-26.91,-6.03,-8.97,59475.78,-37158.16,7434.47,-4644.77,-0.02,-0.02,-0.01,-0.01
101,5743.28,2097.59,5743.28,2097.59,-7.41,-2.79,-3.71,-1.40,-0.02,-0.04,-0.01,-0.01,66.91,-41.80,7.43,-4.64,-70301798265601707212800.00,-343595789590124788973568.00,-70301798265601707212800.00,-343595789590124788973568.00
102,11.49,4.20,5.74,2.10,-0.01,-0.00,-0.00,-0.00,204165990279183007744.00,498319919462323060736.00,204165990279183007744.00,498319919462323060736.00,0.07,-0.05,0.01,-0.00,-140603596531203424256.00,-687191579180249645056.00,-70301798265601712128.00,-343595789590124822528.00
103,0.02,0.01,0.01,0.00,2549486126108180480000.00,942481068990037622784.00,2549486126108180480000.00,942481068990037622784.00,408331980558366016.00,996639838924646144.00,204165990279183008.00,498319919462323072.00,-9309381208582322.00,8596609622553416.00,-9309381208582322.00,8596609622553416.00,-210905394796805120.00,-1030787368770374400.00,-70301798265601712.00,-343595789590124800.00
104,0.00,0.00,0.00,0.00,5098972252216360960.00,1884962137980075264.00,2549486126108180480.00,942481068990037632.00,612497970837549.00,1494959758386969.25,204165990279183.00,498319919462323.06,-18618762417164.64,17193219245106.83,-9309381208582.32,8596609622553.42,-281207193062406.84,-1374383158360499.25,-70301798265601.71,-343595789590124.81
