//CSV contenant les positions et les vitesses de N=5 particules évoluant dans un espace infini durant T=1000 tours.
//Chaque particule est décrite à chaque tour par sa position x et y et sa vitesse vx et vy (ex pour la particule 0 : x0,y0,vx0,vy0).

Tour,x0,y0,vx0,vy0,x1,y1,vx1,vy1,x2,y2,vx2,vy2,x3,y3,vx3,vy3,x4,y4,vx4,vy4
250,1312.00,-2323.00,5.00,-9.00,-673.00,2495.00,-3.00,10.00,1928.00,2511.01,8.00,10.00,76.00,1466.00,0.00,6.00,-2560.00,260.00,-10.00,1.00
260,1362.00,-2413.00,5.00,-9.00,-703.00,2595.00,-3.00,10.00,2008.00,2611.01,8.00,10.00,76.00,1526.00,0.00,6.00,-2660.00,270.00,-10.00,1.00
270,1412.00,-2503.00,5.00,-9.00,-733.00,2695.00,-3.00,10.00,2088.00,2711.01,8.00,10.00,76.00,1586.00,0.00,6.00,-2760.00,280.00,-10.00,1.00
280,1462.00,-2593.00,5.00,-9.00,-763.00,2795.00,-3.00,10.00,2168.00,2811.01,8.00,10.00,76.00,1646.00,0.00,6.00,-2860.00,290.00,-10.00,1.00
290,1512.00,-2683.00,5.00,-9.00,-793.00,2895.00,-3.00,10.00,2248.00,2911.01,8.00,10.00,76.00,1706.00,0.00,6.00,-2960.00,300.00,-10.00,1.00
300,1562.00,-2773.00,5.00,-9.00,-823.00,2995.00,-3.00,10.00,2328.00,3011.01,8.00,10.00,76.00,1766.00,0.00,6.00,-3060.00,310.00,-10.00,1.00
310,1612.00,-2863.00,5.00,-9.00,-853.00,3095.00,-3.00,10.00,2408.00,3111.01,8.00,10.00,76.00,1826.00,0.00,6.00,-3160.00,320.00,-10.00,1.00
320,1662.00,-2953.00,5.00,-9.00,-883.00,3195.00,-3.00,10.00,2488.00,3211.01,8.00,10.00,76.00,1886.00,0.00,6.00,-3260.00,330.00,-10.00,1.00
330,1712.00,-3043.00,5.00,-9.00,-913.00,3295.00,-3.00,10.00,2567.99,3311.01,8.00,10.00,76.00,1946.00,0.00,6.00,-3360.00,340.00,-10.00,1.00
340,1762.00,-3133.00,5.00,-9.00,-943.00,3395.00,-3.00,10.00,2647.99,3411.01,8.00,10.00,76.00,2006.00,0.00,6.00,-3460.00,350.00,-10.00,1.00
350,1812.00,-3223.00,5.00,-9.00,-973.00,3495.00,-3.00,10.00,2727.99,3511.01,8.00,10.00,76.00,2066.00,0.00,6.00,-3560.00,360.00,-10.00,1.00
360,1862.00,-3313.00,5.00,-9.00,-1003.00,3595.00,-3.00,10.00,2807.99,3611.01,8.00,10.00,76.00,2126.00,0.00,6.00,-3660.00,370.00,-10.00,1.00
370,1912.00,-3403.00,5.00,-9.00,-1033.00,3695.00,-3.00,10.00,2887.99,3711.01,8.00,10.00,76.00,2186.00,0.00,6.00,-3760.00,380.00,-10.00,1.00
380,1962.00,-3493.00,5.00,-9.00,-1063.00,3795.00,-3.00,10.00,2967.99,3811.01,8.00,10.00,76.00,2246.00,0.00,6.00,-3860.00,390.00,-10.00,1.00
390,2012.00,-3583.00,5.00,-9.00,-1093.00,3895.00,-3.00,10.00,3047.99,3911.01,8.00,10.00,76.00,2306.00,0.00,6.00,-3960.00,400.00,-10.00,1.00
400,2062.00,-3673.00,5.00,-9.00,-1123.00,3995.00,-3.00,10.00,3127.99,4011.01,8.00,10.00,76.00,2366.00,0.00,6.00,-4060.00,410.00,-10.00,1.00
410,2112.00,-3763.00,5.00,-9.00,-1153.00,4095.00,-3.00,10.00,3207.99,4111.01,8.00,10.00,76.00,2426.00,0.00,6.00,-4160.00,420.00,-10.00,1.00
420,2162.00,-3853.00,5.00,-9.00,-1183.00,4195.00,-3.00,10.00,3287.99,4211.02,8.00,10.00,76.00,2486.00,0.00,6.00,-4260.00,430.00,-10.00,1.00
430,2212.00,-3943.00,5.00,-9.00,-1213.00,4295.00,-3.00,10.00,3367.99,4311.02,8.00,10.00,76.00,2546.00,0.00,6.00,-4360.00,440.00,-10.00,1.00
440,2262.00,-4033.00,5.00,-9.00,-1243.00,4395.00,-3.00,10.00,3447.99,4411.02,8.00,10.00,76.00,2606.00,0.00,6.00,-4460.00,450.00,-10.00,1.00
450,2312.00,-4123.00,5.00,-9.00,-1273.00,4495.00,-3.00,10.00,3527.99,4511.02,8.00,10.00,76.00,2666.00,0.00,6.00,-4560.00,460.00,-10.00,1.00
460,2362.00,-4213.00,5.00,-9.00,-1303.00,4595.00,-3.00,10.00,3607.99,4611.02,8.00,10.00,76.00,2726.00,0.00,6.00,-4660.00,470.00,-10.00,1.00
470,2412.00,-4303.00,5.00,-9.00,-1333.00,4695.00,-3.00,10.00,3687.99,4711.02,8.00,10.00,76.00,2786.00,0.00,6.00,-4760.00,480.00,-10.00,1.00
480,2462.00,-4393.00,5.00,-9.00,-1363.00,4795.00,-3.00,10.00,3767.99,4811.02,8.00,10.00,76.00,2846.00,0.00,6.00,-4860.00,490.00,-10.00,1.00
490,2512.00,-4483.00,5.00,-9.00,-1393.00,4895.00,-3.00,10.00,3847.99,4911.02,8.00,10.00,76.00,2906.00,0.00,6.00,-4960.00,500.00,-10.00,1.00
500,2562.00,-4573.00,5.00,-9.00,-1423.00,4995.00,-3.00,10.00,3927.99,5011.02,8.00,10.00,76.00,2966.00,0.00,6.00,-5060.00,510.00,-10.00,1.00
510,2612.00,-4663.00,5.00,-9.00,-1453.00,5095.00,-3.00,10.00,4007.99,5111.02,8.00,10.00,76.00,3026.00,0.00,6.00,-5160.00,520.00,-10.00,1.00
520,2662.00,-4753.00,5.00,-9.00,-1483.00,5195.00,-3.00,10.00,4087.99,5211.02,8.00,10.00,76.00,3086.00,0.00,6.00,-5260.00,530.00,-10.00,1.00
530,2712.00,-4843.00,5.00,-9.00,-1513.00,5295.00,-3.00,10.00,4167.99,5311.02,8.00,10.00,76.00,3146.00,0.00,6.00,-5360.00,540.00,-10.00,1.00
540,2762.00,-4933.00,5.00,-9.00,-1543.00,5395.00,-3.00,10.00,4247.99,5411.02,8.00,10.00,76.00,3206.00,0.00,6.00,-5460.00,550.00,-10.00,1.00
550,2812.00,-5023.00,5.00,-9.00,-1573.00,5495.00,-3.00,10.00,4327.99,5511.02,8.00,10.00,76.00,3266.00,0.00,6.00,-5560.00,560.00,-10.00,1.00
560,2862.00,-5113.00,5.00,-9.00,-1603.00,5595.00,-3.00,10.00,4407.99,5611.02,8.00,10.00,76.00,3326.00,0.00,6.00,-5660.00,570.00,-10.00,1.00
570,2912.00,-5203.00,5.00,-9.00,-1633.00,5695.00,-3.00,10.00,4487.99,5711.02,8.00,10.00,76.00,3386.00,0.00,6.00,-5760.00,580.00,-10.00,1.00
580,2962.00,-5293.00,5.00,-9.00,-1663.00,5795.00,-3.00,10.00,4567.99,5811.02,8.00,10.00,76.00,3446.00,0.00,6.00,-5860.00,590.00,-10.00,1.00
590,3012.00,-5383.00,5.00,-9.00,-1693.00,5895.00,-3.00,10.00,4647.99,5911.02,8.00,10.00,76.00,3506.00,0.00,6.00,-5960.00,600.00,-10.00,1.00
600,3062.00,-5473.00,5.00,-9.00,-1723.00,5995.00,-3.00,10.00,4727.99,6011.02,8.00,10.00,76.00,3566.00,0.00,6.00,-6060.00,610.00,-10.00,1.00
610,3112.00,-5563.00,5.00,-9.00,-1753.00,6095.00,-3.00,10.00,4807.99,6111.02,8.00,10.00,76.00,3626.00,0.00,6.00,-6160.00,620.00,-10.00,1.00
620,3162.00,-5653.00,5.00,-9.00,-1783.00,6195.00,-3.00,10.00,4887.99,6211.02,8.00,10.00,76.00,3686.00,0.00,6.00,-6260.00,630.00,-10.00,1.00
630,3212.00,-5743.00,5.00,-9.00,-1813.00,6295.00,-3.00,10.00,4967.99,6311.02,8.00,10.00,76.00,3746.00,0.00,6.00,-6360.00,640.00,-10.00,1.00
640,3262.00,-5833.00,5.00,-9.00,-1843.00,6395.00,-3.00,10.00,5047.99,6411.02,8.00,10.00,76.00,3806.00,0.00,6.00,-6460.00,650.00,-10.00,1.00
650,3312.00,-5923.00,5.00,-9.00,-1873.00,6495.00,-3.00,10.00,5127.99,6511.02,8.00,10.00,76.00,3866.00,0.00,6.00,-6560.00,660.00,-10.00,1.00
660,3362.00,-6013.00,5.00,-9.00,-1903.00,6595.00,-3.00,10.00,5207.99,6611.02,8.00,10.00,76.00,3926.00,0.00,6.00,-6660.00,670.00,-10.00,1.00
670,3412.00,-6103.00,5.00,-9.00,-1933.00,6695.00,-3.00,10.00,5287.99,6711.02,8.00,10.00,76.00,3986.00,0.00,6.00,-6760.00,680.00,-10.00,1.00
680,3462.00,-6193.00,5.00,-9.00,-1963.00,6795.00,-3.00,10.00,5367.99,6811.02,8.00,10.00,76.00,4046.00,0.00,6.00,-6860.00,690.00,-10.00,1.00
690,3512.00,-6283.00,5.00,-9.00,-1993.00,6895.00,-3.00,10.00,5447.99,6911.03,8.00,10.00,76.00,4106.00,0.00,6.00,-6960.00,700.00,-10.00,1.00
700,3562.00,-6373.00,5.00,-9.00,-2023.00,6995.00,-3.00,10.00,5527.99,7011.03,8.00,10.00,76.00,4166.00,0.00,6.00,-7060.00,710.00,-10.00,1.00
710,3612.00,-6463.00,5.00,-9.00,-2053.00,7095.00,-3.00,10.00,5607.99,7111.03,8.00,10.00,76.00,4226.00,0.00,6.00,-7160.00,720.00,-10.00,1.00
720,3662.00,-6553.00,5.00,-9.00,-2083.00,7195.00,-3.00,10.00,5687.99,7211.03,8.00,10.00,76.00,4286.00,0.00,6.00,-7260.00,730.00,-10.00,1.00
730,3712.00,-6643.00,5.00,-9.00,-2113.00,7295.00,-3.00,10.00,5767.99,7311.03,8.00,10.00,76.00,4346.00,0.00,6.00,-7360.00,740.00,-10.00,1.00
740,3762.00,-6733.00,5.00,-9.00,-2143.00,7395.00,-3.00,10.00,5847.99,7411.03,8.00,10.00,76.00,4406.00,0.00,6.00,-7460.00,750.00,-10.00,1.00
750,3812.00,-6823.00,5.00,-9.00,-2173.00,7495.00,-3.00,10.00,5927.99,7511.03,8.00,10.00,76.00,4466.00,0.00,6.00,-7560.00,760.00,-10.00,1.00
760,3862.00,-6913.00,5.00,-9.00,-2203.00,7595.00,-3.00,10.00,6007.99,7611.03,8.00,10.00,76.00,4526.00,0.00,6.00,-7660.00,770.00,-10.00,1.00
770,3912.00,-7003.00,5.00,-9.00,-2233.00,7695.00,-3.00,10.00,6087.99,7711.03,8.00,10.00,76.00,4586.00,0.00,6.00,-7760.00,780.00,-10.00,1.00
780,3962.00,-7093.00,5.00,-9.00,-2263.00,7795.00,-3.00,10.00,6167.99,7811.03,8.00,10.00,76.00,4646.00,0.00,6.00,-7860.00,790.00,-10.00,1.00
790,4012.00,-7183.00,5.00,-9.00,-2293.00,7895.00,-3.00,10.00,6247.99,7911.03,8.00,10.00,76.00,4706.00,0.00,6.00,-7960.00,800.00,-10.00,1.00
800,4062.00,-7273.00,5.00,-9.00,-2323.00,7995.00,-3.00,10.00,6327.99,8011.03,8.00,10.00,76.00,4766.00,0.00,6.00,-8060.00,810.00,-10.00,1.00
810,4112.00,-7363.00,5.00,-9.00,-2353.00,8095.00,-3.00,10.00,6407.99,8111.03,8.00,10.00,76.00,4826.00,0.00,6.00,-8160.00,820.00,-10.00,1.00
820,4162.00,-7453.00,5.00,-9.00,-2383.00,8195.00,-3.00,10.00,6487.99,8211.03,8.00,10.00,76.00,4886.00,0.00,6.00,-8260.00,830.00,-10.00,1.00
830,4212.00,-7543.00,5.00,-9.00,-2413.00,8295.00,-3.00,10.00,6567.99,8311.03,8.00,10.00,76.00,4946.00,0.00,6.00,-8360.00,840.00,-10.00,1.00
840,4262.00,-7633.00,5.00,-9.00,-2443.00,8395.00,-3.00,10.00,6647.99,8411.03,8.00,10.00,76.00,5006.00,0.00,6.00,-8460.00,850.00,-10.00,1.00
850,4312.00,-7723.00,5.00,-9.00,-2473.00,8495.00,-3.00,10.00,6727.99,8511.03,8.00,10.00,76.00,5066.00,0.00,6.00,-8560.00,860.00,-10.00,1.00
860,4362.00,-7813.00,5.00,-9.00,-2503.00,8595.00,-3.00,10.00,6807.99,8611.03,8.00,10.00,76.00,5126.00,0.00,6.00,-8660.00,870.00,-10.00,1.00
870,4412.00,-7903.00,5.00,-9.00,-2533.00,8695.00,-3.00,10.00,6887.99,8711.03,8.00,10.00,76.00,5186.00,0.00,6.00,-8760.00,880.00,-10.00,1.00
880,4462.00,-7993.00,5.00,-9.00,-2563.00,8795.00,-3.00,10.00,6967.99,8811.03,8.00,10.00,76.00,5246.00,0.00,6.00,-8860.00,890.00,-10.00,1.00
890,4512.00,-8083.00,5.00,-9.00,-2593.00,8895.00,-3.00,10.00,7047.99,8911.03,8.00,10.00,76.00,5306.00,0.00,6.00,-8960.00,900.00,-10.00,1.00
900,4562.00,-8173.00,5.00,-9.00,-2623.00,8995.00,-3.00,10.00,7127.99,9011.03,8.00,10.00,76.00,5366.00,0.00,6.00,-9060.00,910.00,-10.00,1.00
910,4612.00,-8263.00,5.00,-9.00,-2653.00,9095.00,-3.00,10.00,7207.99,9111.03,8.00,10.00,76.00,5426.00,0.00,6.00,-9160.00,920.00,-10.00,1.00
920,4662.00,-8353.00,5.00,-9.00,-2683.00,9195.00,-3.00,10.00,7287.99,9211.03,8.00,10.00,76.00,5486.00,0.00,6.00,-9260.00,930.00,-10.00,1.00
930,4712.00,-8443.00,5.00,-9.00,-2713.00,9295.00,-3.00,10.00,7367.99,9311.03,8.00,10.00,76.00,5546.00,0.00,6.00,-9360.00,940.00,-10.00,1.00
940,4762.00,-8533.00,5.00,-9.00,-2743.00,9395.00,-3.00,10.00,7447.99,9411.03,8.00,10.00,76.00,5606.00,0.00,6.00,-9460.00,950.00,-10.00,1.00
950,4812.00,-8623.00,5.00,-9.00,-2773.00,9495.00,-3.00,10.00,7527.99,9511.04,8.00,10.00,76.00,5666.00,0.00,6.00,-9560.00,960.00,-10.00,1.00
960,4862.00,-8713.00,5.00,-9.00,-2803.00,9595.00,-3.00,10.00,7607.98,9611.04,8.00,10.00,76.00,5726.00,0.00,6.00,-9660.00,970.00,-10.00,1.00
970,4912.00,-8803.00,5.00,-9.00,-2833.00,9695.00,-3.00,10.00,7687.98,9711.04,8.00,10.00,76.00,5786.00,0.00,6.00,-9760.00,980.00,-10.00,1.00
980,4962.00,-8893.00,5.00,-9.00,-2863.00,9795.00,-3.00,10.00,7767.98,9811.04,8.00,10.00,76.00,5846.00,0.00,6.00,-9860.00,990.00,-10.00,1.00
990,5012.00,-8983.00,5.00,-9.00,-2893.00,9895.00,-3.00,10.00,7847.98,9911.04,8.00,10.00,76.00,5906.00,0.00,6.00,-9960.00,1000.00,-10.00,1.00
